ipo_status;ticker_code;image;company_name;sector;subsector;listing_board;final_price;line_of_business;address;website;number_of_shares_offered;%_of_total_shares;participant_admin.code;participant_admin.name;book_building_opening;book_building_closing;lowest_book_building_price;highest_book_building_price;opening_of_offering_period;closing_of_offering_period;closing_date;distribution_date;listing_date;ara_arb_percentage;underwriters;warrant.code;warrant.per_share_ratio;warrant.exercise_price_(rp);warrant.open;warrant.high;warrant.low;warrant.close;listing_price.open;listing_price.high;listing_price.low;listing_price.close;listing_price.change;listing_price.percentage_change;listing_price.volume;performa.1D;performa.1W;performa.1M;performa.6M;performa.1Y;performa.updated_at;performa.source;fundamental.aset_percentage;fundamental.liabilitas_percentage;fundamental.pendapatan_percentage;fundamental.laba_bersih_percentage;fundamental.updated_at;fundamental.source
Closed;DEPO;;PT Caturkarda Depo Bangunan Tbk;Consumer Cyclicals;Home Improvement Retail;Pengembangan;482.0;Supermarket dan/atau Retai Bahan Bangunan;Jl, Raya Serpong KM2, Kel, Pakulonan, Kec, Serpong Utara, Tangerang Selatan;https://depobangunan.co.id/;1024000000;15.08;YP;MIRAE ASSET SEKURITAS INDONESIA;01/11/2021;08/11/2021;426;525;18/11/2021;23/11/2021;23/11/2021;24/11/2021;25/11/2021;25%;"[{""code"": ""YP"", ""name"": ""MIRAE ASSET SEKURITAS INDONESIA"", ""percentage"": """"}]";;0.0;;;;;;;600.0;470.0;600.0;118.0;24.48%;279806200.0;24%;27%;1%;3%;-2%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;5%;6%;10%;18%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;TAYS;;PT JAYA SWARASA AGUNG TBK;Consumer Non-Cyclicals;Processed Foods;Pengembangan;360.0;Industri Makanan Ringan;Jalan Parung Panjang No, 68, Kp, Bungaok RT001/RW003 Desa Kemuning, Kecamatan Legok, Kabupaten Tangerang, Banten 15820,;https://www.taysbakers.com;240300000;21.87;XA;NH KORINDO SEKURITAS INDONESIA;02/11/2021;08/11/2021;336;360;30/11/2021;02/12/2021;02/12/2021;03/12/2021;06/12/2021;25%;"[{""code"": ""XA"", ""name"": ""NH KORINDO SEKURITAS INDONESIA"", ""percentage"": """"}, {""code"": ""HD"", ""name"": ""KGI SEKURITAS INDONESIA"", ""percentage"": """"}]";;0.0;;;;;;378.0;400.0;336.0;336.0;-24.0;-6.67%;67770500.0;-7%;-24%;-44%;-45%;94%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;8%;8%;5%;57%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;WGSH;;PT Wira Global Solusi Tbk;Technology;IT Services & Consulting;Akselerasi;140.0;Bergerak dalam bidang usaha Perdagangan Teknologi Informasi;The Breeze BSD City L81 - 82 Jln, Grand Boulevard Kabupaten Tangerang Indonesia, 15345;https://www.wgshub.com/;208500000;20.0;AH;SHINHAN SEKURITAS INDONESIA;09/11/2021;17/11/2021;125;140;30/11/2021;02/12/2021;02/12/2021;03/12/2021;06/12/2021;35%;"[{""code"": ""AH"", ""name"": ""SHINHAN SEKURITAS INDONESIA"", ""percentage"": """"}]";;0.0;;;;;;154.0;154.0;140.0;154.0;14.0;10.00%;142257900.0;10%;59%;15%;47%;9%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;5%;-43%;21%;21%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;CMRY;;PT Cisarua Mountain Dairy Tbk;Consumer Non-Cyclicals;Dairy Products;Utama;3080.0;Bergerak di bidang usaha Produk Susu Premium dan Konsumen Premium;Rukan Taman Meruya Jl, Komp, Rukan Taman Meruya No,N/27-28 Jakarta Barat 11620 Indonesia;https://www.cimory.com;1190203000;15.0;CC;MANDIRI SEKURITAS;10/11/2021;17/11/2021;2780;3160;30/11/2021;02/12/2021;02/12/2021;03/12/2021;06/12/2021;25%;"[{""code"": ""CC"", ""name"": ""MANDIRI SEKURITAS"", ""percentage"": """"}, {""code"": ""GR"", ""name"": ""PANIN SEKURITAS TBK"", ""percentage"": """"}]";;0.0;;;;;;;3500.0;2870.0;3410.0;330.0;10.71%;134285400.0;11%;12%;8%;27%;44%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;11%;6%;56%;34%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;RMKE;;PT RMK Energy Tbk;Energy;Coal Distribution;Utama;206.0;Bergerak dalam bidang pertambangan batubara dan aktivitas perusahaan holding;Wisma RMK Lantai 2 Jalan Puri Kencana Blok M4/1, Kembangan Selatan, Kembangan, Kota Adm, Jakarta Barat, DKI Jakarta 11610;http://www.rmkenergy.com/;875000000;20.0;IU;INDO CAPITAL SEKURITAS;10/11/2021;15/11/2021;160;230;30/11/2021;03/12/2021;03/12/2021;06/12/2021;07/12/2021;25%;"[{""code"": ""IU"", ""name"": ""INDO CAPITAL SEKURITAS"", ""percentage"": """"}, {""code"": ""AO"", ""name"": ""ERDIKHA ELIT SEKURITAS"", ""percentage"": """"}, {""code"": ""MG"", ""name"": ""SEMESTA INDOVEST SEKURITAS"", ""percentage"": """"}, {""code"": ""MI"", ""name"": ""VICTORIA SEKURITAS INDONESIA"", ""percentage"": """"}]";;0.0;;;;;;;210.0;192.0;200.0;-6.0;-2.91%;174402600.0;-3%;10%;10%;218%;356%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;20%;-21%;47%;104%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;AVIA;;PT Avia Avian Tbk;Basic Materials;Construction Materials;Utama;930.0;Industri dan perdagangan cat dan tinta cetak, pernis, lak, perekat/lem, mortar atau beton siap pakai;Jl, Surabaya - Sidoarjo KM, 19, Kel, Wadungasih, Kec, Buduran, Sidoarjo 61254, Jawa Timur;https://www.avianbrands.com;6200000000;10.01;CC;MANDIRI SEKURITAS;12/11/2021;18/11/2021;780;930;02/12/2021;06/12/2021;06/12/2021;07/12/2021;08/12/2021;25%;"[{""code"": ""CC"", ""name"": ""MANDIRI SEKURITAS"", ""percentage"": """"}, {""code"": ""LG"", ""name"": ""TRIMEGAH SEKURITAS INDONESIA TBK"", ""percentage"": """"}]";;0.0;;;;;;;970.0;865.0;865.0;-65.0;-6.99%;706846700.0;-7%;-5%;-2%;-16%;-22%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;-1%;-17%;-1%;-2%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;BSML;;PT Bintang Samudera Mandiri Lines Tbk;Transportation & Logistic;Logistics & Deliveries;Pengembangan;117.0;Bergerak dalam angkutan laut dalam negeri untuk barang khusus serta perdagangan besar;Rasuna Office Park OR, Jl, H, R, Rasuna Said, RT,16/RW,1, Menteng Atas, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12960;https://bsmlines.com/;370045000;20.0;II;DANATAMA MAKMUR SEKURITAS;16/11/2021;25/11/2021;100;150;09/12/2021;14/12/2021;14/12/2021;15/12/2021;16/12/2021;35%;"[{""code"": ""II"", ""name"": ""DANATAMA MAKMUR SEKURITAS"", ""percentage"": """"}]";;0.0;;;;;;130.0;157.0;130.0;157.0;40.0;34.19%;285218500.0;34%;12%;247%;695%;266%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;9%;5%;467%;266%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;NASI;;PT Wahana Inti Makmur Tbk;Consumer Non-Cyclicals;Food Retail & Distributors;Pengembangan;155.0;Bergerak dalam bidang Produsen dan Pemasok Beras;Jalan Mohammad Husni Thamrin Kilometer 2, Duta Indah Iconic Tower G, Lantai 1, Kel, Panunggangan Utara, Kec, Pinang, Kota Tangerang, Prov, Banten, 15143;https://www.wahanaintimakmur.com;200000000;24.77;AI;UOB KAY HIAN SEKURITAS;17/11/2021;23/11/2021;140;160;07/12/2021;09/12/2021;09/12/2021;10/12/2021;13/12/2021;35%;"[{""code"": ""AI"", ""name"": ""UOB KAY HIAN SEKURITAS"", ""percentage"": """"}]";;0.0;;;;;;156.0;208.0;150.0;208.0;53.0;34.19%;105451400.0;34%;39%;154%;127%;-39%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;4%;15%;31%;94%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;IPPE;;PT Indo Pureco Pratama Tbk;Consumer Non-Cyclicals;Household Products;Pemantauan Khusus;100.0;Industri minyak kelapa dan produk dari kelapa serta perdagangan;;https://indopureco.com/;1000000000;21.74;HD;KGI SEKURITAS INDONESIA;18/11/2021;25/11/2021;100;110;02/12/2021;07/12/2021;07/12/2021;08/12/2021;09/12/2021;35%;"[{""code"": ""HD"", ""name"": ""KGI SEKURITAS INDONESIA"", ""percentage"": """"}, {""code"": ""YP"", ""name"": ""MIRAE ASSET SEKURITAS INDONESIA"", ""percentage"": """"}]";;0.0;;;;;;100.0;135.0;94.0;135.0;35.0;35.00%;116416900.0;35%;114%;98%;140%;65%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;2%;51%;17%;22%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;OBMD;;PT OBM Drilchem Tbk;Basic Materials;Specialty Chemicals;Pengembangan;180.0;Memproduksi bahan aditif untuk mencegah kerugian dalam aktivitas pengeboran dengan teknologi serat;Dipo Business Center 7th floor, Suite 7E Jl, Gatot Subroto Kav, 50-52, Jakarta 10260;http://www.drilchem.com/;182000000;24.86;HD;KGI SEKURITAS INDONESIA;18/11/2021;22/11/2021;150;180;02/12/2021;06/12/2021;06/12/2021;07/12/2021;08/12/2021;35%;"[{""code"": ""HD"", ""name"": ""KGI SEKURITAS INDONESIA"", ""percentage"": """"}]";OBMD-W;0.5;180.0;-;-;-;-;189.0;200.0;168.0;168.0;-12.0;-6.67%;103737700.0;-7%;-22%;-31%;-24%;11%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;29%;70%;54%;76%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;DRMA;;PT Dharma Polimetal Tbk;Consumer Cyclicals;Auto Parts & Equipment;Utama;500.0;Manufaktur Komponen Kendaraan Bermotor;Jl, Angsana Raya Blok A9 No, 8 Delta Silicon I Kawasan Industri Lippo Cikarang Kelurahan Sukaresmi, Kecamatan Cikarang Selatan, Kabupaten Bekasi Jawa Barat - Indonesia;https://www.dharmagroup.co.id;705882300;15.0;AZ;SUCOR SEKURITAS;19/11/2021;30/11/2021;500;620;13/12/2021;16/12/2021;16/12/2021;17/12/2021;20/12/2021;25%;"[{""code"": ""AZ"", ""name"": ""SUCOR SEKURITAS"", ""percentage"": """"}, {""code"": ""EP"", ""name"": ""MNC SEKURITAS"", ""percentage"": """"}]";;0.0;;;;;;;550.0;466.0;496.0;-4.0;-0.80%;192255900.0;-1%;5%;27%;21%;20%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;6%;-12%;34%;30%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;ADMR;;PT Adaro Minerals Indonesia Tbk;Energy;Coal Production;Utama;100.0;Pertambangan batu bara metalurgi melalui Perusahaan Anak, jasa pertambangan dan konsultasi manajemen;Cyber 2 Tower Lantai 34, Jl, H,R, Rasuna Said Blok X-5 No,13, Jakarta 12950 - Indonesia;https://www.adarominerals.id;6048580000;15.0;KI;CIPTADANA SEKURITAS ASIA;09/12/2021;16/12/2021;100;125;27/12/2021;29/12/2021;29/12/2021;30/12/2021;03/01/2022;35%;"[{""code"": ""KI"", ""name"": ""CIPTADANA SEKURITAS ASIA"", ""percentage"": """"}]";;0.0;;;;;;135.0;135.0;135.0;135.0;35.0;35.00%;34289600.0;35%;280%;1085%;1525%;1580%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;32%;-8%;20%;31%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;SEMA;;PT SEMACOM INTEGRATED TBK;Industrials;Electrical Components & Equipment;Pengembangan;180.0;Produksi Panel, Perakitan Baterai Listrik dan Energi Terbarukan;Jl, Intan I RT 001/001, Kp, Poncol, Ds, Curug, Kec, Gunung Sindur, Bogor 16340, Jawa Barat;https://www.semacom-integrated.com;347000000;25.76;XA;NH KORINDO SEKURITAS INDONESIA;17/12/2021;22/12/2021;180;220;04/01/2022;06/01/2022;06/01/2022;07/01/2022;10/01/2022;35%;"[{""code"": ""XA"", ""name"": ""NH KORINDO SEKURITAS INDONESIA"", ""percentage"": """"}]";SEMA-W;0.5;230.0;-;-;-;-;242.0;242.0;242.0;242.0;62.0;34.44%;7914300.0;34%;34%;53%;12%;-18%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;22%;44%;47%;24%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;NETV;;PT NET VISI MEDIA TBK;Consumer Cyclicals;Broadcasting;Pemantauan Khusus;196.0;Industri Media;Graha Mitra Lt,4 Jl, Jend, Gatot Subroto Kav, 21 RT 003 RW 002, Karet Semanggi, Setiabudi;https://www.netvisimedia.co.id;765306100;4.37;XA;NH KORINDO SEKURITAS INDONESIA;27/12/2021;03/01/2022;190;196;19/01/2022;24/01/2022;24/01/2022;25/01/2022;26/01/2022;35%;"[{""code"": ""XA"", ""name"": ""NH KORINDO SEKURITAS INDONESIA"", ""percentage"": """"}]";;0.0;;;;;;264.0;264.0;264.0;264.0;68.0;34.69%;20065700.0;35%;227%;160%;42%;1%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;-26%;12%;-46%;249%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;ASLC;;PT Autopedia Sukses Lestari Tbk;Consumer Cyclicals;Automotive Retail;Pengembangan;256.0;Balai lelang melalui Entitas Anak dan perdagangan eceran mobil;Gedung Graha Kirana Lt,6 Jl, Yos Sudarso No, 88 Sunter, Jakarta Utara 14350;https://www.autopedia.id;2549271000;20.0;LG;TRIMEGAH SEKURITAS INDONESIA TBK,;29/12/2021;05/01/2022;200;276;19/01/2022;21/01/2022;21/01/2022;24/01/2022;25/01/2022;25%;"[{""code"": ""LG"", ""name"": ""TRIMEGAH SEKURITAS INDONESIA TBK"", ""percentage"": """"}, {""code"": ""KI"", ""name"": ""CIPTADANA SEKURITAS ASIA"", ""percentage"": """"}]";;0.0;;;;;;320.0;320.0;290.0;320.0;64.0;25.00%;922992200.0;25%;13%;2%;-30%;-64%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;7%;68%;42%;714%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;BAUT;;PT Mitra Angkasa Sejahtera Tbk;Consumer Cyclicals;Home Improvement Retail;Pemantauan Khusus;100.0;Bergerak dalam bidang Perdagangan Besar Logam untuk Bahan Konstruksi, terutama Mur dan Baut;Jl, Raya Tanjung Pasir KP, Pondok Bahagia No,18, Tegal Angus, Teluknaga, Tangerang, Banten 15510,;https://masworkspace.com;1450000000;30.21;AI;UOB KAY HIAN SEKURITAS;04/01/2022;10/01/2022;100;110;21/01/2022;26/01/2022;26/01/2022;27/01/2022;28/01/2022;35%;"[{""code"": ""AI"", ""name"": ""UOB KAY HIAN SEKURITAS"", ""percentage"": """"}]";BAUT-W;0.8;125.0;50;61;15;35;135.0;135.0;107.0;135.0;35.0;35.00%;1060598500.0;35%;114%;44%;-50%;-50%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;5%;15%;7%;-20%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;ENAK;;PT Champ Resto Indonesia Tbk;Consumer Cyclicals;Restaurants;Pengembangan;850.0;bergerak dalam bidang restoran;Jl, Raya Tanjung Barat No, 81A RT 002/04, Tanjung Barat, Jagakarsa, Jakarta Selatan 12530,;https://www.champ-group.com/;433333400;20.0;AI;UOB KAY HIAN SEKURITAS;12/01/2022;20/01/2022;800;950;02/02/2022;04/02/2022;04/02/2022;07/02/2022;08/02/2022;25%;"[{""code"": ""AI"", ""name"": ""UOB KAY HIAN SEKURITAS"", ""percentage"": """"}]";;0.0;;;;;;;895.0;795.0;825.0;-25.0;-2.94%;50305400.0;-3%;-13%;-6%;122%;44%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;30%;56%;13%;-66%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;NTBK;;PT Nusatama Berkah Tbk;Industrials;Construction Machinery & Heavy Vehicles;Pengembangan;100.0;Industri Manufaktur Kendaraan Khusus;18 Office Park 6th Floor Suite C, Jl, TB Simatupang Kav, 18, Jakarta 12520, Indonesia;http://www.nusatama.com/;700000000;25.93;SF;SURYA FAJAR SEKURITAS;19/01/2022;27/01/2022;100;150;02/02/2022;07/02/2022;07/02/2022;08/02/2022;09/02/2022;35%;"[{""code"": ""SF"", ""name"": ""SURYA FAJAR SEKURITAS"", ""percentage"": """"}, {""code"": ""II"", ""name"": ""DANATAMA MAKMUR SEKURITAS"", ""percentage"": """"}]";NTBK-W;1.0;120.0;-;-;-;-;135.0;135.0;100.0;135.0;35.0;35.00%;1781381000.0;35%;3%;-33%;-50%;-50%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;-6%;-22%;35%;149%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;ADCP;;PT ADHI COMMUTER PROPERTI TBK;Properties & Real Estate;Real Estate Development & Management;Utama;130.0;Perhotelan dan Real Estate;South Building PT Adhi Karya (Persero) Tbk, Jl, Raya Pasar Minggu, Km, 18 Jakarta Selatan, DKI Jakarta 12510;https://www.adcp.co.id;2222222200;10.0;AZ;SUCOR SEKURITAS;27/01/2022;07/02/2022;130;200;16/02/2022;21/02/2022;21/02/2022;22/02/2022;23/02/2022;35%;"[{""code"": ""AZ"", ""name"": ""SUCOR SEKURITAS"", ""percentage"": """"}, {""code"": ""GR"", ""name"": ""PANIN SEKURITAS TBK"", ""percentage"": """"}, {""code"": ""YP"", ""name"": ""MIRAE ASSET SEKURITAS INDONESIA"", ""percentage"": """"}]";;0.0;;;;;;;174.0;121.0;122.0;-8.0;-6.15%;1648612000.0;-6%;-28%;-28%;-42%;-49%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;5%;5%;10%;11%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;SMKM;;PT Sumber Mas Konstruksi Tbk;Infrastructures;Heavy Constructions & Civil Engineering;Akselerasi;264.0;Jasa Konstruksi Umum;Gedung Graha Mustika Ratu, Lantai 5 Jalan Jend, Gatot Subroto Kav, 74-75 Jakarta Selatan, 12870;http://www.konstruksimas.co.id/;250000000;19.95;AO;ERDIKHA ELIT SEKURITAS;04/02/2022;10/02/2022;150;350;02/03/2022;07/03/2022;07/03/2022;08/03/2022;09/03/2022;25%;"[{""code"": ""AO"", ""name"": ""ERDIKHA ELIT SEKURITAS"", ""percentage"": """"}]";;0.0;;;;;;;290.0;238.0;238.0;-26.0;-9.85%;62122300.0;-10%;-33%;-2%;-7%;213%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;2%;-60%;-9%;5%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;NANO;;PT Nanotech Indonesia Global Tbk;Industrials;Business Support Services;Akselerasi;100.0;Penelitian & Pengembangan Ilmu Pengetahuan Alam & Teknologi Rekayasa Lainnya & Aktivitas Konsultasi;Gedung Nanoplex, Jl, Puspiptek Komplek Batan Lama A12, Kota Tangerang Selatan, Provinsi Banten - 15314;https://nig.co.id;1285000000;29.99;AI;UOB KAY HIAN SEKURITAS;08/02/2022;15/02/2022;95;105;02/03/2022;08/03/2022;08/03/2022;09/03/2022;10/03/2022;35%;"[{""code"": ""AI"", ""name"": ""UOB KAY HIAN SEKURITAS"", ""percentage"": """"}]";NANO-W;0.8;125.0;51;60;15;50;110.0;110.0;90.0;110.0;10.0;10.00%;750239800.0;10%;60%;-11%;-49%;-74%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;11%;166%;88%;-55%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;STAA;;PT SUMBER TANI AGUNG RESOURCES Tbk;Consumer Non-Cyclicals;Plantations & Crops;Utama;600.0;Perkebunan kelapa sawit & industri olah kelapa sawit baik secara langsung dan/atau Perusahaan Anak;;http://sta.co.id;877072000;8.06;DP;DBS VICKERS SEKURITAS INDONESIA;09/02/2022;15/02/2022;470;605;02/03/2022;08/03/2022;08/03/2022;09/03/2022;10/03/2022;25%;"[{""code"": ""DP"", ""name"": ""DBS VICKERS SEKURITAS INDONESIA"", ""percentage"": """"}]";;0.0;;;;;;600.0;750.0;600.0;750.0;150.0;25.00%;118709200.0;25%;36%;52%;93%;67%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;-5%;-21%;-13%;-39%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;BIKE;;PT Sepeda Bersama Indonesia Tbk;Consumer Cyclicals;Sport Equipment & Hobbies Goods;Pengembangan;170.0;Perdagangan Besar Sepeda;Jl, Alam Sutera Boulevard Kav, 12A, Pakulon, Serpong Utara Tangerang Selatan, Banten 15325;https://www.sepedabersamaindonesia.co.id;323334000;25.0;LG;TRIMEGAH SEKURITAS INDONESIA TBK,;15/02/2022;24/02/2022;160;170;14/03/2022;17/03/2022;17/03/2022;18/03/2022;21/03/2022;35%;"[{""code"": ""LG"", ""name"": ""TRIMEGAH SEKURITAS INDONESIA TBK"", ""percentage"": """"}, {""code"": ""XA"", ""name"": ""NH KORINDO SEKURITAS INDONESIA"", ""percentage"": """"}, {""code"": ""YP"", ""name"": ""MIRAE ASSET SEKURITAS INDONESIA"", ""percentage"": """"}]";BIKE-W;0.5;492.0;-;-;-;-;228.0;228.0;200.0;228.0;58.0;34.12%;86838500.0;34%;38%;1%;41%;22%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;73%;351%;91%;-9%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;WIRG;;PT WIR ASIA Tbk;Technology;Software;Pengembangan;168.0;Jasa teknologi informasi termasuk bidang multimedia, telekomunikasi dan periklanan;Jalan Panjang Raya No, 70 Kebon Jeruk Jakarta 11530 - Indonesia;https://www.wirglobal.com;2337090000;20.0;KI;CIPTADANA SEKURITAS ASIA;14/03/2022;17/03/2022;150;175;29/03/2022;31/03/2022;31/03/2022;01/04/2022;04/04/2022;35%;"[{""code"": ""KI"", ""name"": ""CIPTADANA SEKURITAS ASIA"", ""percentage"": """"}]";WIRG-W;0.3;188.0;-;-;-;-;226.0;226.0;226.0;226.0;58.0;34.52%;7415400.0;35%;227%;555%;152%;-11%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;27%;59%;47%;42%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;GOTO;;PT GoTo Gojek Tokopedia Tbk;Technology;Online Applications & Services;Ekonomi Baru;338.0;Penyedia platform digital yang mengintegrasikan on-demand services, e-commerce dan fintech services;Gedung Pasaraya Blok M, lantai 6-7 Jl, Iskandarsyah II No, 2, Jakarta 12160;https://www.gotocompany.com;40615056000;3.43;CC;MANDIRI SEKURITAS;15/03/2022;24/03/2022;316;346;01/04/2022;07/04/2022;07/04/2022;08/04/2022;11/04/2022;25%;"[{""code"": ""CC"", ""name"": ""MANDIRI SEKURITAS"", ""percentage"": """"}, {""code"": ""AZ"", ""name"": ""SUCOR SEKURITAS"", ""percentage"": """"}, {""code"": ""CP"", ""name"": ""KB VALBURY SEKURITAS"", ""percentage"": """"}, {""code"": ""GR"", ""name"": ""PANIN SEKURITAS TBK"", ""percentage"": """"}, {""code"": ""LG"", ""name"": ""TRIMEGAH SEKURITAS INDONESIA TBK"", ""percentage"": """"}, {""code"": ""NI"", ""name"": ""BNI SEKURITAS"", ""percentage"": """"}, {""code"": ""PD"", ""name"": ""INDO PREMIER SEKURITAS"", ""percentage"": """"}]";;0.0;;;;;;400.0;416.0;372.0;382.0;44.0;13.02%;9410897000.0;13%;12%;-30%;-28%;-72%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;-61%;11%;30%;124%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;SICO;;PT Sigma Energy Compressindo Tbk;Energy;Oil, Gas & Coal Equipment & Services;Pengembangan;230.0;Jasa Penyewaan Alat-Alat Untuk Monetisasi Minyak dan Gas Suar Bakar dengan Menggunakan Teknologi;GKM Green Tower 10th Floor Jl, TB Simatupang Kav 89 G Jakarta Selatan, 12520;https://sinerco.co.id;270000000;29.67;XA;NH KORINDO SEKURITAS INDONESIA;15/03/2022;18/03/2022;190;230;04/04/2022;06/04/2022;06/04/2022;07/04/2022;08/04/2022;25%;"[{""code"": ""XA"", ""name"": ""NH KORINDO SEKURITAS INDONESIA"", ""percentage"": """"}]";SICO-W;0.1;350.0;100;284;100;111;286.0;286.0;244.0;254.0;24.0;10.43%;496776500.0;10%;-16%;-32%;-21%;-40%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;2%;-20%;28%;2%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
